time,open,high,low,close,tick_volume,spread,rsi,ovo,cvc,hvh,lvl,ATRr_14,cd_atr,rsi_cat,rsi_diff,body_size,range_size,body_vs_atr,range_vs_atr,candle_color,exec
9/18/2025 8:00,147.195,147.238,147.161,147.237,619,22,69.4455709,1,1,1,1,0.095991517,0.43,2,1,0.042,0.077,0.43,0.79,1,HOLD
9/18/2025 8:15,147.237,147.243,147.166,147.187,605,22,64.54740293,1,-1,1,1,0.09463498,-0.52,2,-1,0.05,0.077,0.52,0.8,-1,HOLD
9/18/2025 8:30,147.187,147.275,147.169,147.251,722,20,67.68889247,-1,1,1,1,0.095446768,0.68,2,1,0.064,0.106,0.68,1.12,1,HOLD
9/18/2025 8:45,147.252,147.394,147.251,147.341,1112,20,71.51184656,1,1,1,1,0.098843427,0.94,3,1,0.089,0.143,0.93,1.5,1,HOLD
9/18/2025 9:00,147.34,147.522,147.321,147.509,1663,20,76.98573359,1,1,1,1,0.106140325,1.7,3,1,0.169,0.201,1.71,2.03,1,HOLD
9/18/2025 9:15,147.512,147.516,147.411,147.48,1518,20,74.33068151,1,-1,-1,1,0.106058873,-0.27,3,-1,0.032,0.105,0.3,0.99,-1,HOLD
9/18/2025 9:30,147.48,147.482,147.373,147.375,1581,20,65.51994344,-1,-1,-1,-1,0.106268954,-0.99,2,-1,0.105,0.109,0.99,1.03,-1,TP
9/18/2025 9:45,147.376,147.423,147.347,147.397,1156,20,66.41813114,-1,1,-1,-1,0.104106886,0.21,2,1,0.021,0.076,0.2,0.72,1,SELL
9/18/2025 10:00,147.398,147.416,147.194,147.203,1773,20,53.24615058,1,-1,-1,-1,0.112527822,-1.86,2,-1,0.195,0.222,1.87,2.13,-1,HOLD
9/18/2025 10:15,147.202,147.228,147.12,147.134,1463,20,49.48701707,-1,-1,-1,-1,0.112204406,-0.61,2,-1,0.068,0.108,0.6,0.96,-1,HOLD
9/18/2025 10:30,147.133,147.188,147.045,147.059,1356,20,45.70952872,-1,-1,-1,-1,0.114404092,-0.67,2,-1,0.074,0.143,0.66,1.27,-1,HOLD
9/18/2025 10:45,147.059,147.136,147.016,147.106,1429,20,48.36928169,-1,1,-1,-1,0.114803799,0.41,2,1,0.047,0.12,0.41,1.05,1,HOLD
9/18/2025 11:00,147.105,147.269,147.089,147.266,1649,20,56.23059556,1,1,1,1,0.119460671,1.39,2,1,0.161,0.18,1.4,1.57,1,TP
9/18/2025 11:15,147.266,147.38,147.241,147.347,1290,20,59.58545538,1,1,1,1,0.120856337,0.68,2,1,0.081,0.139,0.68,1.16,1,WAIT
9/18/2025 11:30,147.347,147.415,147.319,147.369,1497,20,60.4716613,1,1,1,1,0.119080885,0.18,2,1,0.022,0.096,0.18,0.79,1,WAIT
9/18/2025 11:45,147.368,147.478,147.355,147.422,1371,20,62.59937732,1,1,1,1,0.119360821,0.45,2,1,0.054,0.123,0.45,1.03,1,WAIT
9/18/2025 12:00,147.421,147.443,147.235,147.235,1513,20,51.96999157,1,-1,-1,-1,0.125692191,-1.57,2,-1,0.186,0.208,1.56,1.74,-1,WAIT
9/18/2025 12:15,147.235,147.32,147.212,147.253,1288,20,52.80077647,-1,1,-1,-1,0.124428463,0.14,2,1,0.018,0.108,0.14,0.86,1,WAIT
9/18/2025 12:30,147.254,147.273,147.149,147.216,1144,20,50.85357314,1,-1,-1,-1,0.124397859,-0.3,2,-1,0.038,0.124,0.31,1,-1,WAIT
9/18/2025 12:45,147.217,147.307,147.217,147.262,777,20,53.16602553,-1,1,1,1,0.122012298,0.37,2,1,0.045,0.09,0.36,0.72,1,WAIT
9/18/2025 13:00,147.262,147.334,147.236,147.329,890,21,56.38500587,1,1,1,1,0.120297133,0.55,2,1,0.067,0.098,0.55,0.8,1,WAIT
9/18/2025 13:15,147.328,147.362,147.24,147.263,1160,20,52.55314414,1,-1,1,1,0.120418767,-0.55,2,-1,0.065,0.122,0.54,1.01,-1,WAIT
9/18/2025 13:30,147.264,147.272,147.218,147.247,616,20,51.63699145,-1,-1,-1,-1,0.115674569,-0.13,2,-1,0.017,0.054,0.14,0.45,-1,WAIT
9/18/2025 13:45,147.247,147.27,147.214,147.251,892,21,51.86292128,-1,1,-1,-1,0.1114121,0.03,2,1,0.004,0.056,0.03,0.48,1,WAIT
9/18/2025 14:00,147.251,147.388,147.204,147.311,1754,20,55.24061542,1,1,1,-1,0.11659695,0.54,2,1,0.06,0.184,0.54,1.65,1,WAIT
9/18/2025 14:15,147.312,147.353,147.268,147.27,1421,20,52.52823448,1,-1,-1,1,0.114340025,-0.35,2,-1,0.042,0.085,0.36,0.73,-1,WAIT
9/18/2025 14:30,147.271,147.395,147.225,147.364,1663,20,57.66110569,-1,1,1,-1,0.118315737,0.82,2,1,0.093,0.17,0.81,1.49,1,WAIT
9/18/2025 14:45,147.364,147.414,147.33,147.372,1272,20,58.07656515,1,1,1,1,0.115864613,0.07,2,1,0.008,0.084,0.07,0.71,1,BUY
9/18/2025 15:00,147.373,147.433,147.356,147.414,1556,21,60.28020266,1,1,1,1,0.11308857,0.36,2,1,0.041,0.077,0.35,0.66,1,HOLD
9/18/2025 15:15,147.413,147.428,147.352,147.357,1185,20,55.97965501,1,-1,-1,-1,0.110439386,-0.5,2,-1,0.056,0.076,0.5,0.67,-1,HOLD
9/18/2025 15:30,147.355,147.642,147.352,147.622,2830,20,67.56519054,-1,1,1,0,0.123265144,2.4,2,1,0.267,0.29,2.42,2.63,1,HOLD
9/18/2025 15:45,147.622,147.791,147.621,147.777,2073,20,72.17759923,1,1,1,1,0.126603348,1.26,3,1,0.155,0.17,1.26,1.38,1,HOLD
9/18/2025 16:00,147.778,147.942,147.778,147.893,2645,20,75.03847216,1,1,1,1,0.129345966,0.92,3,1,0.115,0.164,0.91,1.3,1,HOLD
9/18/2025 16:15,147.893,147.971,147.839,147.95,1929,20,76.32662022,1,1,1,1,0.12953554,0.44,3,1,0.057,0.132,0.44,1.02,1,HOLD
9/18/2025 16:30,147.95,148.257,147.931,148.253,2731,20,81.72539368,1,1,1,1,0.143568716,2.34,4,1,0.303,0.326,2.34,2.52,1,HOLD
9/18/2025 16:45,148.253,148.254,148.025,148.046,3087,20,69.98338993,1,-1,-1,1,0.14967095,-1.44,2,-1,0.207,0.229,1.44,1.6,-1,HOLD
9/18/2025 17:00,148.047,148.101,147.936,148.07,3001,20,70.51238356,-1,1,-1,-1,0.150765882,0.16,3,1,0.023,0.165,0.15,1.1,1,TP
9/18/2025 17:15,148.07,148.116,148.002,148.015,2131,20,67.57337702,1,-1,1,1,0.148139748,-0.36,2,-1,0.055,0.114,0.36,0.76,-1,WAIT
9/18/2025 17:30,148.015,148.072,147.949,148.037,2224,20,68.14532044,-1,1,-1,-1,0.146344052,0.15,2,1,0.022,0.123,0.15,0.83,1,SELL
9/18/2025 17:45,148.037,148.043,147.889,148.003,2732,20,66.20191757,1,-1,-1,-1,0.146890905,-0.23,2,-1,0.034,0.154,0.23,1.05,-1,HOLD
9/18/2025 18:00,148.001,148.033,147.896,147.981,2359,20,64.91194676,-1,-1,-1,1,0.146184412,-0.15,2,-1,0.02,0.137,0.14,0.93,-1,HOLD
9/18/2025 18:15,147.981,148.007,147.895,147.918,2163,20,61.23240943,-1,-1,-1,-1,0.143742668,-0.43,2,-1,0.063,0.112,0.43,0.77,-1,HOLD
9/18/2025 18:30,147.919,148.034,147.906,148.029,1774,20,64.99718166,-1,1,1,1,0.142618192,0.77,2,1,0.11,0.128,0.77,0.89,1,HOLD
9/18/2025 18:45,148.03,148.071,148.008,148.011,1725,20,63.91326692,1,-1,1,1,0.136931178,-0.13,2,-1,0.019,0.063,0.13,0.44,-1,HOLD
9/18/2025 19:00,148.012,148.032,147.908,147.984,2675,20,62.23669171,-1,-1,-1,-1,0.136007523,-0.2,2,-1,0.028,0.124,0.2,0.91,-1,HOLD
9/18/2025 19:15,147.985,148.018,147.909,147.909,1823,20,57.70821783,-1,-1,-1,1,0.134078414,-0.55,2,-1,0.076,0.109,0.56,0.8,-1,HOLD
9/18/2025 19:30,147.913,147.993,147.909,147.942,1453,20,59.11775792,-1,1,-1,0,0.130501384,0.25,2,1,0.029,0.084,0.22,0.63,1,HOLD
9/18/2025 19:45,147.941,147.949,147.845,147.854,1290,20,53.95364585,1,-1,-1,-1,0.128608428,-0.67,2,-1,0.087,0.104,0.67,0.8,-1,HOLD
9/18/2025 20:00,147.855,147.868,147.808,147.828,1332,20,52.49460407,-1,-1,-1,-1,0.123707826,-0.2,2,-1,0.027,0.06,0.21,0.47,-1,HOLD
9/18/2025 20:15,147.828,147.857,147.806,147.825,856,20,52.31879662,-1,-1,-1,-1,0.11851441,-0.02,2,-1,0.003,0.051,0.02,0.41,-1,HOLD
9/18/2025 20:30,147.824,147.836,147.793,147.81,622,20,51.39202438,-1,-1,-1,-1,0.113120524,-0.13,2,-1,0.014,0.043,0.12,0.36,-1,HOLD
9/18/2025 20:45,147.811,147.883,147.796,147.864,1174,20,54.51568682,-1,1,1,1,0.111254772,0.48,2,1,0.053,0.087,0.47,0.77,1,HOLD
9/18/2025 21:00,147.864,147.92,147.817,147.822,903,20,51.73117468,1,-1,1,1,0.110665145,-0.38,2,-1,0.042,0.103,0.38,0.93,-1,TP
9/18/2025 21:15,147.823,147.872,147.816,147.843,706,20,53.02318471,-1,1,-1,-1,0.106760492,0.19,2,1,0.02,0.056,0.18,0.51,1,WAIT
9/18/2025 21:30,147.843,147.89,147.837,147.884,819,20,55.52614074,1,1,1,1,0.102920457,0.38,2,1,0.041,0.053,0.38,0.5,1,WAIT
9/18/2025 21:45,147.884,147.895,147.85,147.871,552,20,54.53398228,1,-1,1,1,0.098783281,-0.13,2,-1,0.013,0.045,0.13,0.44,-1,WAIT
9/18/2025 22:00,147.87,147.886,147.837,147.838,605,20,51.99421543,-1,-1,-1,-1,0.095227333,-0.33,2,-1,0.032,0.049,0.32,0.5,-1,WAIT
9/18/2025 22:15,147.839,147.871,147.835,147.87,660,20,54.22068444,-1,1,-1,-1,0.090996809,0.34,2,1,0.031,0.036,0.33,0.38,1,WAIT
9/18/2025 22:30,147.87,147.919,147.864,147.908,659,21,56.78391017,1,1,1,1,0.088425608,0.42,2,1,0.038,0.055,0.42,0.6,1,WAIT
9/18/2025 22:45,147.91,147.952,147.887,147.941,711,20,58.93427468,1,1,1,1,0.086752351,0.37,2,1,0.031,0.065,0.35,0.74,1,BUY
9/18/2025 23:00,147.944,147.999,147.936,147.96,822,20,60.16333701,1,1,1,1,0.085055754,0.22,2,1,0.016,0.063,0.18,0.73,1,HOLD
9/18/2025 23:15,147.96,147.968,147.953,147.963,344,20,60.36504593,1,1,-1,1,0.080051772,0.04,2,1,0.003,0.015,0.04,0.18,1,HOLD
9/18/2025 23:30,147.964,147.998,147.948,147.97,443,20,60.86300212,1,1,1,-1,0.077905217,0.09,2,1,0.006,0.05,0.07,0.62,1,HOLD
9/18/2025 23:45,147.969,147.999,147.963,147.98,386,22,61.60511973,1,1,1,1,0.074911987,0.13,2,1,0.011,0.036,0.14,0.46,1,TP
9/19/2025 0:00,147.974,147.974,147.849,147.849,60,51,48.60323332,1,-1,-1,-1,0.078918274,-1.75,2,-1,0.125,0.125,1.67,1.67,-1,WAIT
9/19/2025 0:15,147.849,147.97,147.848,147.849,319,48,48.60323332,-1,0,-1,-1,0.08199554,0,2,1,0,0.122,0,1.55,0,WAIT
9/19/2025 0:30,147.849,147.908,147.849,147.903,28,93,53.31376811,0,1,-1,1,0.080353001,0.66,2,1,0.054,0.059,0.66,0.72,1,WAIT
9/19/2025 0:45,147.903,147.932,147.853,147.931,75,67,55.58674975,1,1,1,1,0.080256358,0.35,2,1,0.028,0.079,0.35,0.98,1,BUY
9/19/2025 1:00,147.931,147.965,147.919,147.924,257,29,54.86755353,1,-1,1,1,0.077809475,-0.09,2,-1,0.007,0.046,0.09,0.57,-1,HOLD
9/19/2025 1:15,147.925,147.95,147.896,147.916,851,28,54.00753639,-1,-1,-1,-1,0.076108799,-0.1,2,-1,0.009,0.054,0.12,0.69,-1,HOLD
9/19/2025 1:30,147.912,147.963,147.895,147.942,301,24,56.39948151,-1,1,1,-1,0.075529599,0.34,2,1,0.03,0.068,0.39,0.89,1,HOLD
9/19/2025 1:45,147.943,147.95,147.919,147.93,237,20,54.97830358,1,-1,-1,1,0.072348913,-0.16,2,-1,0.013,0.031,0.17,0.41,-1,HOLD
9/19/2025 2:00,147.933,147.958,147.928,147.952,180,20,57.1120123,-1,1,1,1,0.069323991,0.3,2,1,0.019,0.03,0.26,0.41,1,HOLD
9/19/2025 2:15,147.951,147.962,147.935,147.935,102,21,54.94504319,1,-1,1,1,0.066300849,-0.25,2,-1,0.016,0.027,0.23,0.39,-1,HOLD
9/19/2025 2:30,147.936,147.976,147.935,147.963,277,20,57.78606696,-1,1,1,0,0.064493645,0.42,2,1,0.027,0.041,0.41,0.62,1,HOLD
9/19/2025 2:45,147.963,147.997,147.928,147.952,334,20,56.28451436,1,-1,1,-1,0.064815528,-0.17,2,-1,0.011,0.069,0.17,1.07,-1,HOLD
9/19/2025 3:00,147.953,148.077,147.883,148.069,1582,20,66.31161662,-1,1,1,-1,0.07404299,1.81,2,1,0.116,0.194,1.79,2.99,1,HOLD
9/19/2025 3:15,148.07,148.102,148.035,148.085,715,21,67.41242318,1,1,1,1,0.073539919,0.22,2,1,0.015,0.067,0.2,0.9,1,HOLD
9/19/2025 3:30,148.084,148.095,148.057,148.071,567,20,65.39873185,1,-1,-1,1,0.071001354,-0.19,2,-1,0.013,0.038,0.18,0.52,-1,TP
9/19/2025 3:45,148.07,148.096,147.905,147.999,1256,20,56.11502776,-1,-1,1,-1,0.079572685,-1.01,2,-1,0.071,0.191,1,2.69,-1,WAIT
9/19/2025 4:00,147.999,148.072,147.966,148.062,826,21,61.29273178,-1,1,-1,1,0.081460351,0.79,2,1,0.063,0.106,0.79,1.33,1,WAIT
9/19/2025 4:15,148.062,148.082,148.011,148.024,674,20,56.92970334,1,-1,1,1,0.080713183,-0.47,2,-1,0.038,0.071,0.47,0.87,-1,WAIT
9/19/2025 4:30,148.024,148.031,147.92,147.982,1133,20,52.48290619,-1,-1,-1,-1,0.082876527,-0.52,2,-1,0.042,0.111,0.52,1.38,-1,WAIT
9/19/2025 4:45,147.982,148.078,147.965,148.05,1008,20,58.17865351,-1,1,1,1,0.085028204,0.82,2,1,0.068,0.113,0.82,1.36,1,WAIT
9/19/2025 5:00,148.048,148.094,147.979,148.022,859,20,55.24231247,1,-1,1,1,0.087169046,-0.33,2,-1,0.026,0.115,0.31,1.35,-1,WAIT
9/19/2025 5:15,148.023,148.036,147.97,147.993,571,20,52.29820112,-1,-1,-1,-1,0.085656971,-0.33,2,-1,0.03,0.066,0.34,0.76,-1,WAIT
9/19/2025 5:30,147.993,148.017,147.959,147.979,553,20,50.88821663,-1,-1,-1,-1,0.083681473,-0.16,2,-1,0.014,0.058,0.16,0.68,-1,WAIT
9/19/2025 5:45,147.979,148.01,147.939,147.978,661,20,50.78289885,-1,-1,-1,-1,0.082775654,-0.01,2,-1,0.001,0.071,0.01,0.85,-1,SELL
9/19/2025 6:00,147.979,147.979,147.911,147.927,785,22,45.5996629,0,-1,-1,-1,0.08172025,-0.62,2,-1,0.052,0.068,0.63,0.82,-1,HOLD
9/19/2025 6:15,147.928,147.934,147.802,147.815,1143,21,36.73279899,-1,-1,-1,-1,0.085311661,-1.37,2,-1,0.113,0.132,1.38,1.62,-1,HOLD
9/19/2025 6:30,147.815,147.816,147.673,147.732,1231,21,31.79816228,-1,-1,-1,-1,0.089432256,-0.97,2,-1,0.083,0.143,0.97,1.68,-1,HOLD
9/19/2025 6:45,147.732,147.902,147.358,147.613,3460,21,26.33558405,-1,-1,1,-1,0.121901381,-1.33,1,-1,0.119,0.544,1.33,6.08,-1,HOLD
9/19/2025 7:00,147.61,147.616,147.203,147.219,3224,20,16.33180947,-1,-1,-1,-1,0.14269414,-3.23,0,-1,0.391,0.413,3.21,3.39,-1,HOLD
9/19/2025 7:15,147.219,147.365,147.183,147.295,2243,20,22.45106821,-1,1,-1,-1,0.145501701,0.53,1,1,0.076,0.182,0.53,1.28,1,HOLD
9/19/2025 7:30,147.296,147.459,147.276,147.434,1407,20,32.21565234,1,1,1,1,0.148180151,0.96,2,1,0.138,0.183,0.95,1.26,1,TP
9/19/2025 7:45,147.433,147.532,147.399,147.512,1968,20,37.0088153,1,1,1,1,0.147095854,0.53,2,1,0.079,0.133,0.53,0.9,1,BUY
9/19/2025 8:00,147.513,147.53,147.42,147.457,1602,22,35.12284343,1,-1,-1,1,0.144446151,-0.37,2,-1,0.056,0.11,0.38,0.75,-1,HOLD
9/19/2025 8:15,147.459,147.523,147.405,147.462,1279,21,35.44491507,-1,1,-1,-1,0.14255714,0.03,2,1,0.003,0.118,0.02,0.82,1,HOLD
9/19/2025 8:30,147.463,147.569,147.404,147.491,1643,21,37.3864347,1,1,1,-1,0.144160201,0.2,2,1,0.028,0.165,0.2,1.16,1,HOLD
9/19/2025 8:45,147.493,147.544,147.444,147.498,1579,22,37.87215066,1,1,-1,1,0.141005901,0.05,2,1,0.005,0.1,0.03,0.69,1,HOLD
9/19/2025 9:00,147.499,147.577,147.456,147.556,1982,20,41.8942058,1,1,1,1,0.139576908,0.41,2,1,0.057,0.121,0.4,0.86,1,HOLD
9/19/2025 9:15,147.558,147.732,147.554,147.686,1667,20,49.74699248,1,1,1,1,0.142321415,0.93,2,1,0.128,0.178,0.92,1.28,1,HOLD
9/19/2025 9:30,147.685,147.915,147.532,147.675,2799,20,49.14180563,1,-1,1,-1,0.159512742,-0.08,2,-1,0.01,0.383,0.07,2.69,-1,HOLD
9/19/2025 9:45,147.676,147.976,147.623,147.838,3060,20,57.40998756,-1,1,1,1,0.173333261,1.02,2,1,0.162,0.353,1.02,2.21,1,HOLD
9/19/2025 10:00,147.837,147.947,147.76,147.875,2136,20,59.03789662,1,1,-1,1,0.174309456,0.21,2,1,0.038,0.187,0.22,1.08,1,HOLD
9/19/2025 10:15,147.876,147.903,147.74,147.811,1380,20,55.11374965,1,-1,-1,-1,0.173501638,-0.37,2,-1,0.065,0.163,0.37,0.94,-1,HOLD
9/19/2025 10:30,147.811,147.836,147.654,147.835,1610,20,56.28713223,-1,1,-1,-1,0.174108664,0.14,2,1,0.024,0.182,0.14,1.05,1,HOLD
9/19/2025 10:45,147.835,147.939,147.797,147.921,1557,20,60.29273751,1,1,1,1,0.171815188,0.49,2,1,0.086,0.142,0.49,0.82,1,HOLD
9/19/2025 11:00,147.92,147.956,147.87,147.93,1413,20,60.69861545,1,1,1,1,0.165685532,0.05,2,1,0.01,0.086,0.06,0.5,1,HOLD
9/19/2025 11:15,147.928,148.01,147.925,147.947,778,20,61.49916233,1,1,1,1,0.159922279,0.1,2,1,0.019,0.085,0.11,0.51,1,HOLD
9/19/2025 11:30,147.946,148.023,147.799,147.976,1824,20,62.88792465,1,1,1,-1,0.164499259,0.18,2,1,0.03,0.224,0.19,1.4,1,HOLD
9/19/2025 11:45,147.977,147.977,147.83,147.843,1128,20,53.37834772,1,-1,-1,1,0.163249312,-0.81,2,-1,0.134,0.147,0.81,0.89,-1,HOLD
9/19/2025 12:00,147.842,147.876,147.779,147.798,1243,20,50.59086858,-1,-1,-1,-1,0.158517219,-0.28,2,-1,0.044,0.097,0.27,0.59,-1,TP
9/19/2025 12:15,147.797,147.839,147.74,147.835,799,20,52.77458469,-1,1,-1,-1,0.154265989,0.23,2,1,0.038,0.099,0.24,0.62,1,WAIT
9/19/2025 12:30,147.835,147.868,147.775,147.793,804,20,50.06941965,1,-1,1,1,0.149889847,-0.27,2,-1,0.042,0.093,0.27,0.6,-1,WAIT
9/19/2025 12:45,147.793,147.971,147.793,147.945,1073,20,58.38348816,-1,1,1,1,0.151897715,1.01,2,1,0.152,0.178,1.01,1.19,1,WAIT
9/19/2025 13:00,147.946,147.95,147.845,147.872,727,20,53.75411042,1,-1,-1,1,0.148547878,-0.48,2,-1,0.074,0.105,0.49,0.69,-1,BUY
9/19/2025 13:15,147.873,147.901,147.849,147.899,573,20,55.16999217,-1,1,-1,1,0.141651601,0.18,2,1,0.026,0.052,0.18,0.35,1,HOLD
9/19/2025 13:30,147.899,147.963,147.869,147.956,530,20,58.08738165,1,1,1,1,0.138247915,0.4,2,1,0.057,0.094,0.4,0.66,1,HOLD
9/19/2025 13:45,147.954,147.959,147.911,147.93,665,20,56.28799476,1,-1,-1,1,0.131801636,-0.19,2,-1,0.024,0.048,0.17,0.35,-1,HOLD
9/19/2025 14:00,147.93,148.027,147.924,147.996,913,20,59.70067642,-1,1,1,1,0.129744376,0.5,2,1,0.066,0.103,0.5,0.78,1,HOLD
9/19/2025 14:15,147.996,148.006,147.961,147.984,775,21,58.80178435,1,-1,-1,1,0.123691206,-0.09,2,-1,0.012,0.045,0.09,0.35,-1,HOLD
9/19/2025 14:30,147.984,148.034,147.922,148.026,870,20,61.01430004,-1,1,1,-1,0.12285612,0.34,2,1,0.042,0.112,0.34,0.91,1,HOLD
9/19/2025 14:45,148.029,148.187,148.02,148.155,1336,21,66.89497271,1,1,1,1,0.126009254,1.05,2,1,0.126,0.167,1.03,1.36,1,HOLD
9/19/2025 15:00,148.155,148.155,148.01,148.011,1845,20,56.62664007,1,-1,-1,-1,0.127365736,-1.14,2,-1,0.144,0.145,1.14,1.15,-1,HOLD
9/19/2025 15:15,148.011,148.157,148.004,148.088,1409,20,60.14918523,-1,1,1,-1,0.129196755,0.6,2,1,0.077,0.153,0.6,1.2,1,HOLD
9/19/2025 15:30,148.089,148.184,148.08,148.158,1334,20,63.08437214,1,1,1,1,0.127396987,0.54,2,1,0.069,0.104,0.53,0.8,1,HOLD
9/19/2025 15:45,148.159,148.272,148.127,148.147,1687,20,62.30773201,1,-1,1,1,0.128654345,-0.09,2,-1,0.012,0.145,0.09,1.14,-1,HOLD
9/19/2025 16:00,148.146,148.146,147.995,148.011,1732,20,53.53271062,-1,-1,-1,-1,0.130321892,-1.06,2,-1,0.135,0.151,1.05,1.17,-1,TP
9/19/2025 16:15,148.012,148.045,147.889,147.991,2217,20,52.36476882,-1,-1,-1,-1,0.132156042,-0.15,2,-1,0.021,0.156,0.16,1.2,-1,SELL
9/19/2025 16:30,147.991,148.03,147.843,147.853,2226,20,45.05970397,-1,-1,-1,-1,0.136073468,-1.04,2,-1,0.138,0.187,1.04,1.41,-1,HOLD
9/19/2025 16:45,147.848,147.875,147.794,147.821,1831,20,43.5428043,-1,-1,-1,-1,0.132139649,-0.24,2,-1,0.027,0.081,0.2,0.6,-1,HOLD
9/19/2025 17:00,147.824,147.894,147.794,147.876,1855,20,46.85437072,-1,1,1,0,0.129843959,0.42,2,1,0.052,0.1,0.39,0.76,1,HOLD
9/19/2025 17:15,147.874,147.889,147.792,147.83,1562,20,44.50319451,1,-1,-1,-1,0.127497962,-0.35,2,-1,0.044,0.097,0.34,0.75,-1,TP
9/19/2025 17:30,147.831,147.881,147.78,147.794,1110,20,42.69740988,-1,-1,-1,-1,0.125605251,-0.28,2,-1,0.037,0.101,0.29,0.79,-1,WAIT
9/19/2025 17:45,147.795,147.913,147.783,147.876,2307,20,47.88465117,-1,1,1,1,0.125919161,0.65,2,1,0.081,0.13,0.64,1.03,1,WAIT
9/19/2025 18:00,147.884,147.936,147.837,147.876,1994,20,47.88465117,1,0,1,1,0.123996364,0,2,0,0.008,0.099,0.06,0.79,-1,WAIT
9/19/2025 18:15,147.876,147.925,147.861,147.896,1521,20,49.18581702,-1,1,-1,1,0.11971091,0.16,2,1,0.02,0.064,0.16,0.52,1,WAIT
9/19/2025 18:30,147.894,147.939,147.854,147.873,1306,20,47.71057201,1,-1,1,-1,0.117231559,-0.19,2,-1,0.021,0.085,0.18,0.71,-1,WAIT
9/19/2025 18:45,147.873,147.899,147.816,147.825,774,20,44.69752554,-1,-1,-1,-1,0.114786448,-0.41,2,-1,0.048,0.083,0.41,0.71,-1,WAIT
9/19/2025 19:00,147.825,147.88,147.783,147.875,1046,21,48.35619275,-1,1,-1,-1,0.113515987,0.44,2,1,0.05,0.097,0.44,0.85,1,WAIT
9/19/2025 19:15,147.876,147.914,147.862,147.886,748,21,49.15317663,1,1,1,1,0.109121988,0.1,2,1,0.01,0.052,0.09,0.46,1,WAIT
9/19/2025 19:30,147.887,147.907,147.86,147.871,590,20,48.06391137,1,-1,-1,-1,0.104684703,-0.14,2,-1,0.016,0.047,0.15,0.43,-1,WAIT
9/19/2025 19:45,147.875,147.913,147.833,147.838,894,21,45.66626612,-1,-1,1,-1,0.10292151,-0.32,2,-1,0.037,0.08,0.35,0.76,-1,WAIT
9/19/2025 20:00,147.839,147.94,147.833,147.933,615,20,52.94369526,-1,1,1,0,0.103212831,0.92,2,1,0.094,0.107,0.91,1.04,1,WAIT
9/19/2025 20:15,147.933,147.934,147.875,147.888,425,21,49.55765021,1,-1,-1,1,0.100054771,-0.44,2,-1,0.045,0.059,0.44,0.57,-1,WAIT
9/19/2025 20:30,147.887,147.941,147.885,147.939,455,20,53.21001177,-1,1,1,1,0.096908002,0.51,2,1,0.052,0.056,0.52,0.56,1,WAIT
9/19/2025 20:45,147.941,147.941,147.884,147.932,493,20,52.64655454,1,-1,0,-1,0.09405743,-0.07,2,-1,0.009,0.057,0.09,0.59,-1,WAIT
9/19/2025 21:00,147.931,147.935,147.912,147.922,421,20,51.80262534,-1,-1,-1,1,0.0889819,-0.11,2,-1,0.009,0.023,0.1,0.24,-1,WAIT
9/19/2025 21:15,147.923,147.936,147.907,147.926,714,20,52.13315886,-1,1,1,-1,0.084697478,0.04,2,1,0.003,0.029,0.03,0.33,1,WAIT
9/19/2025 21:30,147.926,147.937,147.909,147.922,327,20,51.75095491,1,-1,1,1,0.080647658,-0.05,2,-1,0.004,0.028,0.05,0.33,-1,WAIT
9/19/2025 21:45,147.921,147.964,147.919,147.951,499,20,54.36322892,-1,1,1,1,0.078101397,0.36,2,1,0.03,0.045,0.37,0.56,1,WAIT
9/19/2025 22:00,147.951,147.972,147.922,147.932,449,20,52.36293296,1,-1,1,1,0.076094154,-0.24,2,-1,0.019,0.05,0.24,0.64,-1,WAIT
9/19/2025 22:15,147.932,147.974,147.93,147.965,366,20,55.43035287,-1,1,1,1,0.073801715,0.43,2,1,0.033,0.044,0.43,0.58,1,WAIT
9/19/2025 22:30,147.965,147.984,147.917,147.923,396,20,50.93499264,1,-1,1,-1,0.073315878,-0.57,2,-1,0.042,0.067,0.57,0.91,-1,WAIT
9/19/2025 22:45,147.922,147.95,147.909,147.931,710,20,51.7378691,-1,1,-1,-1,0.071007601,0.11,2,1,0.009,0.041,0.12,0.56,1,WAIT
9/19/2025 23:00,147.929,147.974,147.928,147.973,409,21,55.8248179,1,1,1,1,0.069221344,0.59,2,1,0.044,0.046,0.62,0.65,1,WAIT
9/19/2025 23:15,147.973,147.982,147.947,147.958,361,23,54.06394862,1,-1,1,1,0.066776962,-0.22,2,-1,0.015,0.035,0.22,0.51,-1,WAIT
9/19/2025 23:30,147.958,147.981,147.937,147.954,714,23,53.57861021,-1,-1,-1,-1,0.065150036,-0.06,2,-1,0.004,0.044,0.06,0.66,-1,WAIT
9/19/2025 23:45,147.954,147.975,147.917,147.964,1098,23,54.67409924,-1,1,-1,-1,0.064639319,0.15,2,1,0.01,0.058,0.15,0.89,1,WAIT
9/22/2025 0:00,147.868,147.868,147.827,147.832,32,138,40.94009073,-1,-1,-1,-1,0.069807939,-2.04,2,-1,0.036,0.041,0.56,0.63,-1,WAIT
9/22/2025 0:15,147.836,147.843,147.835,147.835,24,164,41.30098377,-1,1,-1,1,0.065607372,0.04,2,1,0.001,0.008,0.01,0.11,-1,WAIT
